PolymerEnvironmentID,PolymerID,Category,Agent,Conditions,Verdict,Finding,SourceID,Locator,Notes
PB00125,PA66,acid,Mineral acids and certain organic acids,Not stated,not-resistant,"Chemical resistance overview: Not resistant – halogens (fluorine, chlorine, bromine, iodine), mineral acids and certain organic acids, oxidants, phenols, zinc chloride solutions. Solvent for the resin: formic acid (> 60 %), fluorinated solvents, m-cresol, phenol, sulfuric acid (96 %).",R-BASF-ULTRAMID-CHEM,p. 3 Chemical resistance overview of Ultramid Nylon,"Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00126,PA66,acid,"Sulfuric acid, 2 wt%",Room temperature (15-35 °C) unless stated; aqueous solution at the stated wt%,not-resistant,- (not resistant); Sulfuric acid > 80 wt%: S (plastic dissolved),R-BASF-ULTRAMID-CHEM,"p. 16 table, Sulfuric acid","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00127,PA66,acid,"Hydrochloric acid, 2 wt%",Room temperature (15-35 °C) unless stated; aqueous solution at the stated wt%,not-resistant,- (not resistant) [17]; Hydrochloric acid > 20 wt%: -,R-BASF-ULTRAMID-CHEM,"p. 11 table, Hydrochloric acid","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00128,PA66,acid,"Nitric acid, 2 wt%",Room temperature (15-35 °C) unless stated; aqueous solution at the stated wt%,not-resistant,- (not resistant); Nitric acid > 50 wt%: -,R-BASF-ULTRAMID-CHEM,"p. 13 table, Nitric acid","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00129,PA66,alkali,Alkalis,Not stated,resistant,"Chemical resistance overview: Very resistant – aliphatic and aromatic hydrocarbons, alkalis, brake fluids, ethers, esters, greases, ketones, fuels (gasoline, diesel), paints, lubricants, detergent.",R-BASF-ULTRAMID-CHEM,p. 3 Chemical resistance overview of Ultramid Nylon,"Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00130,PA66,alkali,"Sodium hydroxide soln., 10 wt%",Room temperature (15-35 °C) unless stated; aqueous solution at the stated wt%,resistant,+ at RT; 50 wt%: ¡ at RT; 10 wt% at 80 °C: -,R-BASF-ULTRAMID-CHEM,"p. 15 table, Sodium hydroxide soln.","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00131,PA66,organic-solvent,"Aliphatic and aromatic hydrocarbons, ethers, esters, ketones",Not stated,resistant,"Chemical resistance overview: Very resistant – aliphatic and aromatic hydrocarbons, alkalis, brake fluids, ethers, esters, greases, ketones, fuels (gasoline, diesel), paints, lubricants, detergent.",R-BASF-ULTRAMID-CHEM,p. 3 Chemical resistance overview of Ultramid Nylon,"Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00132,PA66,organic-solvent,Acetone,Room temperature (15-35 °C) unless stated; aqueous solution at the stated wt%,resistant,+ (2 %) at RT; + at 60 °C,R-BASF-ULTRAMID-CHEM,"p. 4 table, Acetone","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00133,PA66,organic-solvent,Ethanol,Room temperature (15-35 °C) unless stated; aqueous solution at the stated wt%,resistant,+ (15 %) at RT,R-BASF-ULTRAMID-CHEM,"p. 9 table, Ethanol","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00134,PA66,organic-solvent,Toluene,Room temperature (15-35 °C) unless stated; aqueous solution at the stated wt%,resistant,+ at RT; + at 100 °C,R-BASF-ULTRAMID-CHEM,"p. 16 table, Toluene","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00135,PA66,oil-grease,"Greases, lubricants, fuels (gasoline, diesel), brake fluids",Not stated,resistant,"Chemical resistance overview: Very resistant – aliphatic and aromatic hydrocarbons, alkalis, brake fluids, ethers, esters, greases, ketones, fuels (gasoline, diesel), paints, lubricants, detergent.",R-BASF-ULTRAMID-CHEM,p. 3 Chemical resistance overview of Ultramid Nylon,"Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00136,PA66,oil-grease,"Fuel, engine: Gasoline (normal & premium grade)",Room temperature (15-35 °C) unless stated; aqueous solution at the stated wt%,resistant,+ at RT; + at 85 °C,R-BASF-ULTRAMID-CHEM,"p. 9 table, Fuel, engine","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00137,PA66,oil-grease,"Oils (vegetable, ethereal, mineral)",Room temperature (15-35 °C) unless stated; aqueous solution at the stated wt%,resistant,"+ at RT (see also ""Lubricating oils"")",R-BASF-ULTRAMID-CHEM,"p. 13 table, Oils","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00138,PA66,water-solubility,Water (including seawater),Room temperature (15-35 °C) unless stated; aqueous solution at the stated wt%,resistant,+ at RT; chlorinated (0.5 mg/l) at 80 °C: +,R-BASF-ULTRAMID-CHEM,"p. 17 table, Water","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00139,PA66,hydrolysis,"Steam, 100 °C",100 °C,limited,¡ (limited resistance),R-BASF-ULTRAMID-CHEM,"p. 16 table, Steam","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00140,PA66,hydrolysis,"Steam sterilization, 134 °C, over 50 cycles (DIN 58946 parts 1-5)","134 °C, over 50 cycles",resistant,PA 66: +; PA 6: -,R-BASF-ULTRAMID-CHEM,"p. 16 table, Steam (sterilization over 50 cycles)","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00141,PA6,hydrolysis,"Steam sterilization, 134 °C, over 50 cycles (DIN 58946 parts 1-5)","134 °C, over 50 cycles",not-resistant,PA 66: +; PA 6: -,R-BASF-ULTRAMID-CHEM,"p. 16 table, Steam (sterilization over 50 cycles)","Key: + resistant (only slight changes to weight, dimensions, properties); ¡ limited resistance (noticeable change in properties, prolonged exposure may cause irreversible damage); - not resistant (attack and/or environmental stress cracking within a short time); S plastic dissolved by the chemical. Number in brackets = mass increase at saturation, unreinforced grades. The guide rates unmodified Ultramid B27E (PA6) and A27E (PA66) together unless a note says otherwise."
PB00142,PA6,acid,Sulphuric acid 2% aqueous solution,"ISO standard test bars stored in the medium at room temperature for up to 12 months, stress-free",not-resistant,● in column Grilon (polyamide 6 and 66),R-EMS-GRIVORY-RESISTANCE-TO-CHEMICALS,"p. 9 medium table, Sulphuric acid 2% aqueous solution","Key: ●●● resistant (no or little reversible change in weight and/or dimensions possible); ●● limited resistance (changes in weight, dimension or even irreversible changes to property values possible after longer exposure; consultation recommended); ● not resistant (may be used under specific conditions, e.g. short-term contact); ○ strong attack or soluble. Concentrations are the maximum tested; the same or better resistance is expected at lower concentrations; unreinforced-grade data are also valid for reinforced grades. Column read: Grilon (polyamide 6 and 66)."
