ProfileID,MaterialID,GradeID,Profile,Nozzle °C,Nozzle state,Nozzle min °C,Nozzle max °C,Nozzle requirement,Bed °C,Bed state,Bed min °C,Bed max °C,Bed requirement,Chamber °C,Chamber state,Chamber min °C,Chamber max °C,Chamber requirement,Enclosure,Enclosure state,Plate,Drying,Drying state,Drying °C,Drying hours,Nozzle material,Nozzle diameter,Abrasion / clogging,Hardened nozzle,H2C left,H2C right,AMS 2 Pro,AMS HT,AMS published,Support pairing,Failure modes,SourceID,H2C SourceID,Locator,Parse review
P0185,M039,G039-04,Manufacturer published guidance,200-230°C,range,200,230,required,50-70°C,range,50,70,required,Not published,unknown,Not applicable,Not applicable,unknown,not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,not necessary,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-sflex-90a,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0186,M105,G105-01,Manufacturer published guidance,240-270°C,range,240,270,required,75-100°C,range,75,100,required,Not published,unknown,Not applicable,Not applicable,unknown,recommended for larger prints,recommended,Not published,Not published,unknown,Not applicable,Not applicable,Yes,Not published,Ruby or hardened nozzle Yes,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-asa-conductive,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0187,M106,G106-01,Manufacturer published guidance,250-270°C,range,250,270,required,100°C,range,100,100,required,Not published,unknown,Not applicable,Not applicable,unknown,not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,recommended,Not published,Ruby or hardened nozzle recommended,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-abs-kevlar,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0188,M039,G039-05,Manufacturer published guidance,210-240°C,range,210,240,required,40-80°C,range,40,80,required,Not published,unknown,Not applicable,Not applicable,unknown,for printing not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,recommended,Not published,Ruby or hardened nozzle recommended,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-the-filament-tpu-95a,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0189,M001,G001-06,Manufacturer published guidance,190-230°C,range,190,230,required,0-45°C,range,0,45,required,Not published,unknown,Not applicable,Not applicable,unknown,not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,not necessary,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-pla-matt,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0190,M001,G001-07,Manufacturer published guidance,190 - 230°C,range,190,230,required,0 - 45°C,range,0,45,required,Not published,unknown,Not applicable,Not applicable,unknown,not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,not necessary,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-pla-huracan,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0191,M027,G027-03,Manufacturer published guidance,235-255°C,range,235,255,required,100°C,range,100,100,required,Not published,unknown,Not applicable,Not applicable,unknown,recommended for larger prints,recommended,Not published,Not published,unknown,Not applicable,Not applicable,not necessary,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-abs-gp450,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0192,M031,G031-03,Manufacturer published guidance,200-240°C,range,200,240,required,40-60°C,range,40,60,required,Not published,unknown,Not applicable,Not applicable,unknown,recommended for larger prints,recommended,Not published,Not published,unknown,Not applicable,Not applicable,not necessary,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-asa-275,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0193,M107,G107-01,Manufacturer published guidance,185-230°C,range,185,230,required,0-50°C,range,0,50,required,Not published,unknown,Not applicable,Not applicable,unknown,for printing not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,No,Not published,Ruby or hardened nozzle recommended No,FALSE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-pla-esd,H2C-WIKI,p. 1: Recommended printing settings,"Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer. Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer. Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer."
P0194,M039,G039-06,Manufacturer published guidance,210-240°C,range,210,240,required,40-80°C,range,40,80,required,Not published,unknown,Not applicable,Not applicable,unknown,for printing not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,recommended,Not published,Ruby or hardened nozzle recommended,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-the-filament-tpu-87a,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0195,M033,G033-04,Manufacturer published guidance,235-260°C,range,235,260,required,90-110°C,range,90,110,required,Not published,unknown,Not applicable,Not applicable,unknown,not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,recommended,Not published,Ruby or hardened nozzle recommended,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-asax-cf10,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0196,M020,G020-07,Manufacturer published guidance,240-265°C,range,240,265,required,60-80°C,range,60,80,required,Not published,unknown,Not applicable,Not applicable,unknown,not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,No,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-petg-premium-high-speed,H2C-WIKI,p. 1: Recommended printing settings: Nozzle temperature - standard speed,Not applicable
P0197,M020,G020-07,Manufacturer published guidance,245-270°C,range,245,270,required,60-80°C,range,60,80,required,Not published,unknown,Not applicable,Not applicable,unknown,not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,No,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-petg-premium-high-speed,H2C-WIKI,p. 1: Recommended printing settings: Nozzle temperature - high speed,Not applicable
P0198,M017,G017-02,Manufacturer published guidance,190 - 250°C,range,190,250,required,40 - 50°C,range,40,50,required,Not published,unknown,Not applicable,Not applicable,unknown,not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,not necessary,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-EN-TDS-Spectrum-LW-PLA-UltraFoam,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0199,M020,G020-08,Manufacturer published guidance,250-280°C,range,250,280,required,100-110°C,range,100,110,required,Not published,unknown,Not applicable,Not applicable,unknown,recommended for larger prints,recommended,Not published,Not published,unknown,Not applicable,Not applicable,not necessary,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-petg-ht100,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0200,M108,G108-01,Manufacturer published guidance,260-290°C,range,260,290,required,< 80°C,range,80,80,required,Not published,unknown,Not applicable,Not applicable,unknown,recommended,recommended,Not published,Not published,unknown,Not applicable,Not applicable,recommended,Not published,Ruby or hardened nozzle recommended,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-pa6-gk10,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0201,M001,G001-08,Manufacturer published guidance,195-220°C,range,195,220,required,40-50°C,range,40,50,required,Not published,unknown,Not applicable,Not applicable,unknown,for printing not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,No,Not published,Ruby or hardened nozzle recommended No,FALSE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-the-filament-pla-matte,H2C-WIKI,p. 1: Recommended printing settings,"Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer. Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer. Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer."
P0202,M001,G001-09,Manufacturer published guidance,195-220°C,range,195,220,required,40-50°C,range,40,50,required,Not published,unknown,Not applicable,Not applicable,unknown,for printing not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,No,Not published,Ruby or hardened nozzle recommended No,FALSE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-the-filament-ht-pla,H2C-WIKI,p. 1: Recommended printing settings,"Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer. Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer. Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer."
